id,key,value,type
153788919,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153788919,is_in,"Williamson,Tennessee,Tenn.,TN,USA",regular
153788919,name,Stonebrook,regular
153788919,place,hamlet,regular
153789011,ele,196,regular
153789011,gnis:Class,Populated Place,regular
153789011,gnis:County,Rutherford,regular
153789011,gnis:County_num,149,regular
153789011,gnis:ST_alpha,TN,regular
153789011,gnis:ST_num,47,regular
153789011,id,1313139,gnis
153789011,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153789011,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153789011,name,Parkwood Estates,regular
153789011,place,hamlet,regular
153789400,ele,193,regular
153789400,gnis:Class,Populated Place,regular
153789400,gnis:County,Cannon,regular
153789400,gnis:County_num,015,regular
153789400,gnis:ST_alpha,TN,regular
153789400,gnis:ST_num,47,regular
153789400,id,1299014,gnis
153789400,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153789400,is_in,"Cannon,Tennessee,Tenn.,TN,USA",regular
153789400,name,Readyville,regular
153789400,place,hamlet,regular
153789400,wikidata,Q7300725,regular
153790314,ele,165,regular
153790314,gnis:Class,Populated Place,regular
153790314,gnis:County,Rutherford,regular
153790314,gnis:County_num,149,regular
153790314,gnis:ST_alpha,TN,regular
153790314,gnis:ST_num,47,regular
153790314,id,1313185,gnis
153790314,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153790314,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153790314,name,Walter Hill Estates,regular
153790314,place,hamlet,regular
153790448,ele,213,regular
153790448,gnis:Class,Populated Place,regular
153790448,gnis:County,Rutherford,regular
153790448,gnis:County_num,149,regular
153790448,gnis:ST_alpha,TN,regular
153790448,gnis:ST_num,47,regular
153790448,id,1280528,gnis
153790448,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153790448,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153790448,name,Christiana,regular
153790448,place,hamlet,regular
153790448,wikidata,Q5110414,regular
153792220,ele,174,regular
153792220,gnis:Class,Populated Place,regular
153792220,gnis:County,Rutherford,regular
153792220,gnis:County_num,149,regular
153792220,gnis:ST_alpha,TN,regular
153792220,gnis:ST_num,47,regular
153792220,id,1313025,gnis
153792220,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153792220,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153792220,name,Bluefield,regular
153792220,place,hamlet,regular
153792256,ele,189,regular
153792256,gnis:Class,Populated Place,regular
153792256,gnis:County,Rutherford,regular
153792256,gnis:County_num,149,regular
153792256,gnis:ST_alpha,TN,regular
153792256,gnis:ST_num,47,regular
153792256,id,1313134,gnis
153792256,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153792256,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153792256,name,Old South Estates,regular
153792256,place,hamlet,regular
153792278,ele,184,regular
153792278,gnis:Class,Populated Place,regular
153792278,gnis:County,Rutherford,regular
153792278,gnis:County_num,149,regular
153792278,gnis:ST_alpha,TN,regular
153792278,gnis:ST_num,47,regular
153792278,id,1313137,gnis
153792278,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153792278,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153792278,name,Palmer Heights,regular
153792278,place,hamlet,regular
153793948,ele,176,regular
153793948,gnis:Class,Populated Place,regular
153793948,gnis:County,Rutherford,regular
153793948,gnis:County_num,149,regular
153793948,gnis:ST_alpha,TN,regular
153793948,gnis:ST_num,47,regular
153793948,id,1313057,gnis
153793948,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153793948,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153793948,name,Fairmont,regular
153793948,place,hamlet,regular
153794576,ele,227,regular
153794576,gnis:Class,Populated Place,regular
153794576,gnis:County,Williamson,regular
153794576,gnis:County_num,187,regular
153794576,gnis:ST_alpha,TN,regular
153794576,gnis:ST_num,47,regular
153794576,id,1290299,gnis
153794576,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153794576,is_in,"Williamson,Tennessee,Tenn.,TN,USA",regular
153794576,name,Kirkland,regular
153794576,place,hamlet,regular
153794576,wikidata,Q6415720,regular
153795026,ele,186,regular
153795026,gnis:Class,Populated Place,regular
153795026,gnis:County,Rutherford,regular
153795026,gnis:County_num,149,regular
153795026,gnis:ST_alpha,TN,regular
153795026,gnis:ST_num,47,regular
153795026,id,1313131,gnis
153795026,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153795026,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153795026,name,Oakland Estates,regular
153795026,place,hamlet,regular
153799835,ele,213,regular
153799835,gnis:Class,Populated Place,regular
153799835,gnis:County,Williamson,regular
153799835,gnis:County_num,187,regular
153799835,gnis:ST_alpha,TN,regular
153799835,gnis:ST_num,47,regular
153799835,id,1312524,gnis
153799835,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153799835,is_in,"Williamson,Tennessee,Tenn.,TN,USA",regular
153799835,name,Lampkin Bridge Estates,regular
153799835,place,hamlet,regular
153800827,ele,193,regular
153800827,gnis:Class,Populated Place,regular
153800827,gnis:County,Davidson,regular
153800827,gnis:County_num,037,regular
153800827,gnis:ST_alpha,TN,regular
153800827,gnis:ST_num,47,regular
153800827,id,1290167,gnis
153800827,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153800827,is_in,"Davidson,Tennessee,Tenn.,TN,USA",regular
153800827,name,Kimbro,regular
153800827,place,hamlet,regular
153801459,ele,247,regular
153801459,gnis:Class,Populated Place,regular
153801459,gnis:County,Rutherford,regular
153801459,gnis:County_num,149,regular
153801459,gnis:ST_alpha,TN,regular
153801459,gnis:ST_num,47,regular
153801459,id,1315160,gnis
153801459,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153801459,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153801459,name,Greenwood,regular
153801459,place,hamlet,regular
153803181,ele,212,regular
153803181,gnis:Class,Populated Place,regular
153803181,gnis:County,Williamson,regular
153803181,gnis:County_num,187,regular
153803181,gnis:ST_alpha,TN,regular
153803181,gnis:ST_num,47,regular
153803181,id,1312567,gnis
153803181,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153803181,is_in,"Williamson,Tennessee,Tenn.,TN,USA",regular
153803181,name,Sunset Acres,regular
153803181,place,hamlet,regular
153803873,ele,158,regular
153803873,gnis:Class,Populated Place,regular
153803873,gnis:County,Rutherford,regular
153803873,gnis:County_num,149,regular
153803873,gnis:ST_alpha,TN,regular
153803873,gnis:ST_num,47,regular
153803873,id,1313145,gnis
153803873,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153803873,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153803873,name,Ponderosa,regular
153803873,place,hamlet,regular
153803974,ele,170,regular
153803974,gnis:Class,Populated Place,regular
153803974,gnis:County,Rutherford,regular
153803974,gnis:County_num,149,regular
153803974,gnis:ST_alpha,TN,regular
153803974,gnis:ST_num,47,regular
153803974,id,1313035,gnis
153803974,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153803974,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153803974,name,Cherry Lane Acres,regular
153803974,place,hamlet,regular
153804262,ele,214,regular
153804262,gnis:Class,Populated Place,regular
153804262,gnis:County,Rutherford,regular
153804262,gnis:County_num,149,regular
153804262,gnis:ST_alpha,TN,regular
153804262,gnis:ST_num,47,regular
153804262,id,1313072,gnis
153804262,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153804262,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153804262,name,Gum Road Subdivision,regular
153804262,place,hamlet,regular
153804566,ele,181,regular
153804566,gnis:Class,Populated Place,regular
153804566,gnis:County,Rutherford,regular
153804566,gnis:County_num,149,regular
153804566,gnis:ST_alpha,TN,regular
153804566,gnis:ST_num,47,regular
153804566,id,1313093,gnis
153804566,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153804566,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153804566,name,Jordan Acres,regular
153804566,place,hamlet,regular
153804797,ele,229,regular
153804797,gnis:Class,Populated Place,regular
153804797,gnis:County,Wilson,regular
153804797,gnis:County_num,189,regular
153804797,gnis:ST_alpha,TN,regular
153804797,gnis:ST_num,47,regular
153804797,id,1279296,gnis
153804797,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153804797,is_in,"Wilson,Tennessee,Tenn.,TN,USA",regular
153804797,name,Cainsville,regular
153804797,place,hamlet,regular
153804797,wikidata,Q30682608,regular
153811205,ele,194,regular
153811205,gnis:Class,Populated Place,regular
153811205,gnis:County,Rutherford,regular
153811205,gnis:County_num,149,regular
153811205,gnis:ST_alpha,TN,regular
153811205,gnis:ST_num,47,regular
153811205,id,1282482,gnis
153811205,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153811205,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153811205,name,Dillton,regular
153811205,place,hamlet,regular
153814824,ele,170,regular
153814824,gnis:Class,Populated Place,regular
153814824,gnis:County,Rutherford,regular
153814824,gnis:County_num,149,regular
153814824,gnis:ST_alpha,TN,regular
153814824,gnis:ST_num,47,regular
153814824,id,1313043,gnis
153814824,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153814824,is_in,"Rutherford,Tennessee,Tenn.,TN,USA",regular
153814824,name,Creekmont,regular
153814824,place,hamlet,regular
153815361,ele,225,regular
153815361,gnis:Class,Populated Place,regular
153815361,gnis:County,Williamson,regular
153815361,gnis:County_num,187,regular
153815361,gnis:ST_alpha,TN,regular
153815361,gnis:ST_num,47,regular
153815361,id,1300236,gnis
153815361,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153815361,is_in,"Williamson,Tennessee,Tenn.,TN,USA",regular
153815361,name,Rudderville,regular
153815361,place,hamlet,regular
153815361,wikidata,Q7376844,regular
153815899,ele,230,regular
153815899,gnis:Class,Populated Place,regular
153815899,gnis:County,Cannon,regular
153815899,gnis:County_num,015,regular
153815899,gnis:ST_alpha,TN,regular
153815899,gnis:ST_num,47,regular
153815899,id,1305387,gnis
153815899,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153815899,is_in,"Cannon,Tennessee,Tenn.,TN,USA",regular
153815899,name,Bradyville,regular
153815899,place,hamlet,regular
153815899,wikidata,Q4955289,regular
153816423,ele,221,regular
153816423,gnis:Class,Populated Place,regular
153816423,gnis:County,Cannon,regular
153816423,gnis:County_num,015,regular
153816423,gnis:ST_alpha,TN,regular
153816423,gnis:ST_num,47,regular
153816423,id,1314776,gnis
153816423,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
153816423,is_in,"Cannon,Tennessee,Tenn.,TN,USA",regular
153816423,name,Burt,regular
153816423,place,hamlet,regular
201538161,railway,level_crossing,regular
201539400,power,pole,regular
201539402,power,pole,regular
201558406,railway,level_crossing,regular
201580095,attribution,USGS 2001 County Boundary,regular
201580095,source,county_import_v0.1,regular
201588144,point,tofix,regular
201606438,point,tofix,regular
202177572,highway,motorway_junction,regular
202177572,ref,60,regular
202186118,highway,motorway_junction,regular
202186118,ref,59,regular
202192541,highway,motorway_junction,regular
202192541,ref,59,regular
202200016,highway,turning_circle,regular
202200255,railway,level_crossing,regular
202200358,railway,level_crossing,regular
202208186,highway,turning_circle,regular
202208186,source,Bing,regular
202213341,highway,turning_circle,regular
202215293,highway,turning_circle,regular
202215293,source,Bing,regular
202229490,highway,turning_circle,regular
202229490,source,Bing,regular
202236780,highway,motorway_junction,regular
202236780,ref,60,regular
202238917,highway,turning_circle,regular
202239351,highway,turning_circle,regular
202240985,highway,turning_circle,regular
202240985,source,Bing,regular
202241781,highway,turning_circle,regular
202241781,source,Bing,regular
202241969,highway,turning_circle,regular
202242250,highway,turning_circle,regular
202243526,highway,turning_circle,regular
202244422,highway,turning_circle,regular
202245300,highway,turning_circle,regular
202245401,highway,turning_circle,regular
202245476,highway,turning_circle,regular
202245542,highway,turning_circle,regular
202245545,highway,turning_circle,regular
202246143,highway,turning_circle,regular
202246578,highway,turning_circle,regular
202247553,highway,turning_circle,regular
202248491,highway,turning_circle,regular
202249947,highway,turning_circle,regular
202250650,highway,turning_circle,regular
202250888,highway,turning_circle,regular
202251686,highway,turning_circle,regular
202251799,highway,turning_circle,regular
202252996,highway,turning_circle,regular
202252996,source,Bing,regular
202253098,highway,turning_circle,regular
202253258,highway,turning_circle,regular
202253258,source,Bing,regular
202253294,highway,turning_circle,regular
202253294,source,Bing,regular
202253892,highway,turning_circle,regular
202253892,source,Bing,regular
202255337,highway,turning_circle,regular
202255337,source,Bing,regular
202255652,highway,turning_circle,regular
202256359,highway,turning_circle,regular
202256615,highway,turning_circle,regular
202259600,highway,turning_circle,regular
202261078,highway,turning_circle,regular
202261855,highway,turning_circle,regular
202261880,highway,turning_circle,regular
202262567,highway,turning_circle,regular
202263097,highway,turning_circle,regular
202263334,highway,turning_circle,regular
202263617,highway,turning_circle,regular
202263617,source,Bing,regular
202263837,highway,turning_circle,regular
202263837,source,Bing,regular
202263905,highway,turning_circle,regular
202264470,highway,turning_circle,regular
202264862,highway,turning_circle,regular
202264862,source,Bing,regular
202265101,highway,turning_circle,regular
202265101,source,Bing,regular
202265695,highway,turning_circle,regular
202266364,highway,turning_circle,regular
202267010,highway,turning_circle,regular
202267064,highway,turning_circle,regular
202267064,source,Bing,regular
202267174,highway,turning_circle,regular
202267180,highway,turning_circle,regular
202267353,highway,turning_circle,regular
202267879,highway,turning_circle,regular
202271733,highway,turning_circle,regular
202271741,highway,turning_circle,regular
202272330,highway,turning_circle,regular
202273792,highway,turning_circle,regular
202274090,highway,turning_circle,regular
202274090,source,Bing,regular
202274592,highway,turning_circle,regular
202274607,highway,turning_circle,regular
202275206,highway,turning_circle,regular
202275206,source,Bing,regular
202275716,highway,turning_circle,regular
202277318,highway,turning_circle,regular
202277613,highway,turning_circle,regular
202278309,highway,turning_circle,regular
202278309,source,Bing,regular
202279098,highway,turning_circle,regular
202280330,highway,turning_circle,regular
202280330,source,Bing,regular
202280793,highway,turning_circle,regular
202280793,source,Bing,regular
202281588,highway,turning_circle,regular
202281588,source,Bing,regular
202281761,highway,turning_circle,regular
202281761,source,Bing,regular
202282777,highway,turning_circle,regular
202283853,highway,turning_circle,regular
202284359,highway,turning_circle,regular
202284359,source,Bing,regular
202284681,railway,level_crossing,regular
202284714,highway,turning_circle,regular
202285450,highway,turning_circle,regular
202286745,highway,turning_circle,regular
202286873,highway,turning_circle,regular
202286873,source,Bing,regular
202287795,highway,turning_circle,regular
202288630,highway,turning_circle,regular
202288630,source,Bing,regular
202288797,highway,turning_circle,regular
202289303,highway,turning_circle,regular
202289539,highway,turning_circle,regular
202289856,highway,turning_circle,regular
202290034,highway,turning_circle,regular
202290157,highway,turning_circle,regular
202290579,highway,turning_circle,regular
202291018,highway,turning_circle,regular
202291018,source,Bing,regular
202291741,highway,turning_circle,regular
202292087,highway,turning_circle,regular
202292267,highway,turning_circle,regular
202292278,highway,turning_circle,regular
202292278,source,Bing,regular
202293106,highway,turning_circle,regular
202293620,highway,turning_circle,regular
202294545,highway,turning_circle,regular
202294584,highway,turning_circle,regular
202295574,highway,turning_circle,regular
202295732,highway,turning_circle,regular
202296713,highway,turning_circle,regular
202297164,highway,turning_circle,regular
202297254,highway,turning_circle,regular
202297568,highway,turning_circle,regular
202299043,highway,turning_circle,regular
202299115,highway,turning_circle,regular
202299456,highway,turning_circle,regular
202299662,highway,turning_circle,regular
202300248,highway,turning_circle,regular
202300248,source,Bing,regular
202301083,highway,turning_circle,regular
202301083,source,Bing,regular
202301103,highway,turning_circle,regular
202301103,source,Bing,regular
202303805,highway,turning_circle,regular
202304334,highway,turning_circle,regular
202304412,highway,turning_circle,regular
202304575,highway,turning_circle,regular
202304575,source,Bing,regular
202305762,highway,turning_circle,regular
202306152,highway,turning_circle,regular
202306321,highway,turning_circle,regular
202307812,highway,turning_circle,regular
202308104,highway,turning_circle,regular
202308104,source,Bing,regular
202309674,highway,turning_circle,regular
202309716,highway,turning_circle,regular
202312407,highway,turning_circle,regular
202312922,railway,level_crossing,regular
202313157,highway,turning_circle,regular
202313197,highway,turning_circle,regular
202315063,highway,turning_circle,regular
202316118,highway,turning_circle,regular
202316421,barrier,gate,regular
202317850,highway,turning_circle,regular
202318978,highway,turning_circle,regular
202318978,source,Bing,regular
202319348,highway,turning_circle,regular
202320473,highway,turning_circle,regular
202322038,highway,turning_circle,regular
202322670,highway,turning_circle,regular
202322670,source,Bing,regular
202323041,highway,turning_circle,regular
202323908,highway,turning_circle,regular
202323908,source,Bing,regular
202324566,highway,turning_circle,regular
202325493,highway,turning_circle,regular
202325520,highway,turning_circle,regular
202325854,highway,turning_circle,regular
202326415,highway,turning_circle,regular
202326688,highway,turning_circle,regular
202326750,highway,turning_circle,regular
202327305,highway,turning_circle,regular
202329836,highway,turning_circle,regular
202330457,highway,turning_circle,regular
202331488,highway,turning_circle,regular
202331594,highway,turning_circle,regular
202332353,highway,turning_circle,regular
202332908,highway,turning_circle,regular
202334454,highway,turning_circle,regular
202335265,highway,turning_circle,regular
202335271,highway,turning_circle,regular
202335303,highway,turning_circle,regular
202336839,highway,turning_circle,regular
202337313,highway,turning_circle,regular
202337655,highway,turning_circle,regular
202338389,highway,turning_circle,regular
202339446,highway,turning_circle,regular
202340151,highway,turning_circle,regular
202340168,highway,turning_circle,regular
202340373,highway,turning_circle,regular
202340621,highway,turning_circle,regular
202342497,highway,turning_circle,regular
202342936,highway,turning_circle,regular
202343940,highway,turning_circle,regular
202343940,source,Bing,regular
202344856,highway,turning_circle,regular
202347152,highway,turning_circle,regular
202359974,railway,level_crossing,regular
202362954,highway,turning_circle,regular
202362954,source,Bing,regular
202364118,highway,turning_circle,regular
202365494,highway,turning_circle,regular
202366154,highway,turning_circle,regular
202368055,highway,turning_circle,regular
202368059,highway,turning_circle,regular
202368211,highway,turning_circle,regular
202368380,highway,turning_circle,regular
202370970,highway,turning_circle,regular
202371728,highway,turning_circle,regular
202371728,source,Bing,regular
202372849,highway,turning_circle,regular
202373393,highway,turning_circle,regular
202376849,highway,turning_circle,regular
202377929,highway,turning_circle,regular
202377929,source,Bing,regular
202379229,highway,turning_circle,regular
202379504,highway,turning_circle,regular
202379504,source,Bing,regular
202379722,highway,turning_circle,regular
202380155,highway,turning_circle,regular
202382378,highway,turning_circle,regular
202383699,highway,turning_circle,regular
202384780,highway,turning_circle,regular
202385261,highway,turning_circle,regular
202389247,highway,turning_circle,regular
202389261,highway,turning_circle,regular
202389354,highway,turning_circle,regular
202389667,highway,turning_circle,regular
202390086,highway,turning_circle,regular
202390610,highway,turning_circle,regular
202390610,source,Bing,regular
202392100,highway,turning_circle,regular
202392376,highway,turning_circle,regular
202394387,highway,turning_circle,regular
202394387,source,Bing,regular
202394884,highway,turning_circle,regular
202394884,source,Bing,regular
202396307,highway,turning_circle,regular
202397005,highway,turning_circle,regular
202397296,highway,turning_circle,regular
202399728,highway,turning_circle,regular
202399741,highway,turning_circle,regular
202399967,highway,turning_circle,regular
202400874,highway,turning_circle,regular
202401066,highway,turning_circle,regular
202401066,source,Bing,regular
202401275,highway,turning_circle,regular
202402062,highway,turning_circle,regular
202402232,highway,turning_circle,regular
202402232,source,Bing,regular
202403005,highway,turning_circle,regular
202403353,highway,turning_circle,regular
202403520,highway,turning_circle,regular
202403520,source,Bing,regular
202403652,highway,turning_circle,regular
202403880,highway,turning_circle,regular
202404074,highway,turning_circle,regular
202404944,highway,turning_circle,regular
202404980,highway,turning_circle,regular
202404991,highway,turning_circle,regular
202404991,source,Bing,regular
202405522,highway,turning_circle,regular
202406816,highway,turning_circle,regular
202407092,highway,turning_circle,regular
202408272,highway,turning_circle,regular
202409164,highway,turning_circle,regular
202410775,highway,turning_circle,regular
202410775,source,Bing,regular
202411395,highway,turning_circle,regular
202414060,highway,turning_circle,regular
202414082,highway,turning_circle,regular
202414705,highway,turning_circle,regular
202414732,highway,turning_circle,regular
202415976,highway,turning_circle,regular
202416550,highway,turning_circle,regular
202416578,highway,turning_circle,regular
202416578,source,Bing,regular
202420711,highway,turning_circle,regular
202421603,highway,turning_circle,regular
202421828,highway,turning_circle,regular
202421976,highway,turning_circle,regular
202422621,highway,turning_circle,regular
202423754,highway,turning_circle,regular
202424116,highway,turning_circle,regular
202424434,highway,turning_circle,regular
202424434,source,Bing,regular
202426336,highway,turning_circle,regular
202426351,highway,turning_circle,regular
202426552,highway,turning_circle,regular
202426552,source,Bing,regular
202426691,highway,turning_circle,regular
202428031,highway,turning_circle,regular
202428110,highway,turning_circle,regular
202428402,highway,turning_circle,regular
202428975,highway,turning_circle,regular
202428982,highway,turning_circle,regular
202430904,highway,turning_circle,regular
202430977,highway,turning_circle,regular
202431170,highway,turning_circle,regular
202431482,highway,turning_circle,regular
202431505,highway,turning_circle,regular
202431641,highway,turning_circle,regular
202431984,highway,turning_circle,regular
202432863,highway,turning_circle,regular
202433571,highway,turning_circle,regular
202433860,highway,turning_circle,regular
202433860,source,Bing,regular
